"COUNTRY","Country","PAYP","Pay period","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ESP","Spain","M","Monthly","2012","2012","EUR","Euro","0","Units",,,748.3,,
"ESP","Spain","M","Monthly","2013","2013","EUR","Euro","0","Units",,,752.85,,
"ESP","Spain","M","Monthly","2014","2014","EUR","Euro","0","Units",,,752.85,,
"ESP","Spain","M","Monthly","2015","2015","EUR","Euro","0","Units",,,756.7,,
"ESP","Spain","M","Monthly","2016","2016","EUR","Euro","0","Units",,,764.26,,
"ESP","Spain","M","Monthly","2017","2017","EUR","Euro","0","Units",,,825.65,,
"ESP","Spain","M","Monthly","2018","2018","EUR","Euro","0","Units",,,858.55,,
"ESP","Spain","M","Monthly","2019","2019","EUR","Euro","0","Units",,,1050,,
"ESP","Spain","M","Monthly","2020","2020","EUR","Euro","0","Units",,,1108.33,,
"ESP","Spain","M","Monthly","2021","2021","EUR","Euro","0","Units",,,1114.16,,
"FRA","France","M","Monthly","2010","2010","EUR","Euro","0","Units",,,1340.74,,
"FRA","France","M","Monthly","2011","2011","EUR","Euro","0","Units",,,1367.4,,
"FRA","France","M","Monthly","2012","2012","EUR","Euro","0","Units",,,1412.02,,
"FRA","France","M","Monthly","2013","2013","EUR","Euro","0","Units",,,1430.22,,
"FRA","France","M","Monthly","2014","2014","EUR","Euro","0","Units",,,1445.38,,
"FRA","France","M","Monthly","2015","2015","EUR","Euro","0","Units",,,1457.52,,
"FRA","France","M","Monthly","2016","2016","EUR","Euro","0","Units",,,1466.62,,
"FRA","France","M","Monthly","2017","2017","EUR","Euro","0","Units",,,1480.27,,
"FRA","France","M","Monthly","2018","2018","EUR","Euro","0","Units",,,1498.47,,
"FRA","France","M","Monthly","2019","2019","EUR","Euro","0","Units",,,1521.22,,
"FRA","France","M","Monthly","2020","2020","EUR","Euro","0","Units",,,1539.42,,
"FRA","France","M","Monthly","2021","2021","EUR","Euro","0","Units",,,1554.6,,
"IRL","Ireland","H","Hourly","2010","2010","EUR","Euro","0","Units",,,8.65,,
"IRL","Ireland","H","Hourly","2011","2011","EUR","Euro","0","Units",,,8.65,,
"IRL","Ireland","H","Hourly","2012","2012","EUR","Euro","0","Units",,,8.65,,
"IRL","Ireland","H","Hourly","2013","2013","EUR","Euro","0","Units",,,8.65,,
"IRL","Ireland","H","Hourly","2014","2014","EUR","Euro","0","Units",,,8.65,,
"IRL","Ireland","H","Hourly","2015","2015","EUR","Euro","0","Units",,,8.65,,
"IRL","Ireland","H","Hourly","2016","2016","EUR","Euro","0","Units",,,9.15,,
"IRL","Ireland","H","Hourly","2017","2017","EUR","Euro","0","Units",,,9.25,,
"IRL","Ireland","H","Hourly","2018","2018","EUR","Euro","0","Units",,,9.55,,
"IRL","Ireland","H","Hourly","2019","2019","EUR","Euro","0","Units",,,9.8,,
"IRL","Ireland","H","Hourly","2020","2020","EUR","Euro","0","Units",,,10.1,,
"IRL","Ireland","H","Hourly","2021","2021","EUR","Euro","0","Units",,,10.2,,
"LTU","Lithuania","H","Hourly","2010","2010","EUR","Euro","0","Units",,,1.404657,,
"LTU","Lithuania","H","Hourly","2011","2011","EUR","Euro","0","Units",,,1.404657,,
"LTU","Lithuania","H","Hourly","2012","2012","EUR","Euro","0","Units",,,1.4423076,,
"LTU","Lithuania","H","Hourly","2013","2013","EUR","Euro","0","Units",,,1.491543,,
"LTU","Lithuania","H","Hourly","2014","2014","EUR","Euro","0","Units",,,1.5726366,,
"LTU","Lithuania","H","Hourly","2015","2015","EUR","Euro","0","Units",,,1.95,,
"LTU","Lithuania","H","Hourly","2016","2016","EUR","Euro","0","Units",,,2.23,,
"LTU","Lithuania","H","Hourly","2017","2017","EUR","Euro","0","Units",,,2.32,,
"LTU","Lithuania","H","Hourly","2018","2018","EUR","Euro","0","Units",,,2.45,,
"LTU","Lithuania","H","Hourly","2019","2019","EUR","Euro","0","Units",,,3.39,,
"LTU","Lithuania","H","Hourly","2020","2020","EUR","Euro","0","Units",,,3.39,,
"LTU","Lithuania","H","Hourly","2021","2021","EUR","Euro","0","Units",,,3.93,,
"PRT","Portugal","A","Annual","2010","2010","EUR","Euro","0","Units",,,6650.04,,
"PRT","Portugal","A","Annual","2011","2011","EUR","Euro","0","Units",,,6789.96,,
"PRT","Portugal","A","Annual","2012","2012","EUR","Euro","0","Units",,,6789.96,,
"PRT","Portugal","A","Annual","2013","2013","EUR","Euro","0","Units",,,6789.96,,
"PRT","Portugal","A","Annual","2014","2014","EUR","Euro","0","Units",,,6789.96,,
"PRT","Portugal","A","Annual","2015","2015","EUR","Euro","0","Units",,,7070.04,,
"PRT","Portugal","A","Annual","2016","2016","EUR","Euro","0","Units",,,7419.96,,
"PRT","Portugal","A","Annual","2017","2017","EUR","Euro","0","Units",,,7797.96,,
"PRT","Portugal","A","Annual","2018","2018","EUR","Euro","0","Units",,,8120.04,,
"PRT","Portugal","A","Annual","2019","2019","EUR","Euro","0","Units",,,8400,,
"PRT","Portugal","A","Annual","2020","2020","EUR","Euro","0","Units",,,8890,,
"PRT","Portugal","A","Annual","2021","2021","EUR","Euro","0","Units",,,9310,,
"FRA","France","H","Hourly","2010","2010","EUR","Euro","0","Units",,,8.84,,
"FRA","France","H","Hourly","2011","2011","EUR","Euro","0","Units",,,9.02,,
"FRA","France","H","Hourly","2012","2012","EUR","Euro","0","Units",,,9.31,,
"FRA","France","H","Hourly","2013","2013","EUR","Euro","0","Units",,,9.43,,
"FRA","France","H","Hourly","2014","2014","EUR","Euro","0","Units",,,9.53,,
"FRA","France","H","Hourly","2015","2015","EUR","Euro","0","Units",,,9.61,,
"FRA","France","H","Hourly","2016","2016","EUR","Euro","0","Units",,,9.67,,
"FRA","France","H","Hourly","2017","2017","EUR","Euro","0","Units",,,9.76,,
"FRA","France","H","Hourly","2018","2018","EUR","Euro","0","Units",,,9.88,,
"FRA","France","H","Hourly","2019","2019","EUR","Euro","0","Units",,,10.03,,
"FRA","France","H","Hourly","2020","2020","EUR","Euro","0","Units",,,10.15,,
"FRA","France","H","Hourly","2021","2021","EUR","Euro","0","Units",,,10.25,,
"BRA","Brazil","A","Annual","2010","2010","BRL","Brazilian Real","0","Units",,,6120,,
"BRA","Brazil","A","Annual","2011","2011","BRL","Brazilian Real","0","Units",,,6530,,
"BRA","Brazil","A","Annual","2012","2012","BRL","Brazilian Real","0","Units",,,7464,,
"BRA","Brazil","A","Annual","2013","2013","BRL","Brazilian Real","0","Units",,,8136,,
"BRA","Brazil","A","Annual","2014","2014","BRL","Brazilian Real","0","Units",,,8688,,
"BRA","Brazil","A","Annual","2015","2015","BRL","Brazilian Real","0","Units",,,9456,,
"BRA","Brazil","A","Annual","2016","2016","BRL","Brazilian Real","0","Units",,,10560,,
"BRA","Brazil","A","Annual","2017","2017","BRL","Brazilian Real","0","Units",,,11244,,
"BRA","Brazil","A","Annual","2018","2018","BRL","Brazilian Real","0","Units",,,11448,,
"BRA","Brazil","A","Annual","2019","2019","BRL","Brazilian Real","0","Units",,,11976,,
"BRA","Brazil","A","Annual","2020","2020","BRL","Brazilian Real","0","Units",,,12534,,
"BRA","Brazil","A","Annual","2021","2021","BRL","Brazilian Real","0","Units",,,13200,,
"KOR","Korea","D","Daily","2010","2010","KRW","Won","0","Units",,,32880,,
"KOR","Korea","D","Daily","2011","2011","KRW","Won","0","Units",,,34560,,
"KOR","Korea","D","Daily","2012","2012","KRW","Won","0","Units",,,36640,,
"KOR","Korea","D","Daily","2013","2013","KRW","Won","0","Units",,,38880,,
"KOR","Korea","D","Daily","2014","2014","KRW","Won","0","Units",,,41680,,
"KOR","Korea","D","Daily","2015","2015","KRW","Won","0","Units",,,44640,,
"KOR","Korea","D","Daily","2016","2016","KRW","Won","0","Units",,,48240,,
"KOR","Korea","D","Daily","2017","2017","KRW","Won","0","Units",,,51760,,
"KOR","Korea","D","Daily","2018","2018","KRW","Won","0","Units",,,60240,,
"KOR","Korea","D","Daily","2019","2019","KRW","Won","0","Units",,,66800,,
"KOR","Korea","D","Daily","2020","2020","KRW","Won","0","Units",,,68720,,
"KOR","Korea","D","Daily","2021","2021","KRW","Won","0","Units",,,68760,,
"TUR","Turkey","A","Annual","2010","2010","TRY","Turkish Lira","0","Units",,,8937,,
"TUR","Turkey","A","Annual","2011","2011","TRY","Turkish Lira","0","Units",,,9801,,
"TUR","Turkey","A","Annual","2012","2012","TRY","Turkish Lira","0","Units",,,10962,,
"TUR","Turkey","A","Annual","2013","2013","TRY","Turkish Lira","0","Units",,,12000.6,,
"TUR","Turkey","A","Annual","2014","2014","TRY","Turkish Lira","0","Units",,,13230,,
"TUR","Turkey","A","Annual","2015","2015","TRY","Turkish Lira","0","Units",,,14850,,
"TUR","Turkey","A","Annual","2016","2016","TRY","Turkish Lira","0","Units",,,19764,,
"TUR","Turkey","A","Annual","2017","2017","TRY","Turkish Lira","0","Units",,,21330,,
"TUR","Turkey","A","Annual","2018","2018","TRY","Turkish Lira","0","Units",,,24354,,
"TUR","Turkey","A","Annual","2019","2019","TRY","Turkish Lira","0","Units",,,30700,,
"TUR","Turkey","A","Annual","2020","2020","TRY","Turkish Lira","0","Units",,,35316,,
"TUR","Turkey","A","Annual","2021","2021","TRY","Turkish Lira","0","Units",,,42930,,
"NZL","New Zealand","H","Hourly","2010","2010","NZD","New Zealand Dollar","0","Units",,,12.69,,
"NZL","New Zealand","H","Hourly","2011","2011","NZD","New Zealand Dollar","0","Units",,,12.94,,
"NZL","New Zealand","H","Hourly","2012","2012","NZD","New Zealand Dollar","0","Units",,,13.38,,
"NZL","New Zealand","H","Hourly","2013","2013","NZD","New Zealand Dollar","0","Units",,,13.69,,
"NZL","New Zealand","H","Hourly","2014","2014","NZD","New Zealand Dollar","0","Units",,,14.06,,
"NZL","New Zealand","H","Hourly","2015","2015","NZD","New Zealand Dollar","0","Units",,,14.63,,
"NZL","New Zealand","H","Hourly","2016","2016","NZD","New Zealand Dollar","0","Units",,,15.13,,
"NZL","New Zealand","H","Hourly","2017","2017","NZD","New Zealand Dollar","0","Units",,,15.63,,
"NZL","New Zealand","H","Hourly","2018","2018","NZD","New Zealand Dollar","0","Units",,,16.19,,
"NZL","New Zealand","H","Hourly","2019","2019","NZD","New Zealand Dollar","0","Units",,,17.4,,
"NZL","New Zealand","H","Hourly","2020","2020","NZD","New Zealand Dollar","0","Units",,,18.6,,
"NZL","New Zealand","H","Hourly","2021","2021","NZD","New Zealand Dollar","0","Units",,,19.73,,
"ROU","Romania","A","Annual","2010","2010","RON","Romanian Leu","0","Units",,,7200,,
"ROU","Romania","A","Annual","2011","2011","RON","Romanian Leu","0","Units",,,8040,,
"ROU","Romania","A","Annual","2012","2012","RON","Romanian Leu","0","Units",,,8400,,
"ROU","Romania","A","Annual","2013","2013","RON","Romanian Leu","0","Units",,,9300,,
"ROU","Romania","A","Annual","2014","2014","RON","Romanian Leu","0","Units",,,10550,,
"ROU","Romania","A","Annual","2015","2015","RON","Romanian Leu","0","Units",,,12225,,
"ROU","Romania","A","Annual","2016","2016","RON","Romanian Leu","0","Units",,,14000,,
"ROU","Romania","A","Annual","2017","2017","RON","Romanian Leu","0","Units",,,17200,,
"ROU","Romania","A","Annual","2018","2018","RON","Romanian Leu","0","Units",,,22800,,
"ROU","Romania","A","Annual","2019","2019","RON","Romanian Leu","0","Units",,,24960,,
"ROU","Romania","A","Annual","2020","2020","RON","Romanian Leu","0","Units",,,26760,,
"ROU","Romania","A","Annual","2021","2021","RON","Romanian Leu","0","Units",,,27250,,
"LUX","Luxembourg","M","Monthly","2010","2010","EUR","Euro","0","Units",,,1704,,
"LUX","Luxembourg","M","Monthly","2011","2011","EUR","Euro","0","Units",,,1758,,
"LUX","Luxembourg","M","Monthly","2012","2012","EUR","Euro","0","Units",,,1791,,
"LUX","Luxembourg","M","Monthly","2013","2013","EUR","Euro","0","Units",,,1820,,
"LUX","Luxembourg","M","Monthly","2014","2014","EUR","Euro","0","Units",,,1910,,
"LUX","Luxembourg","M","Monthly","2015","2015","EUR","Euro","0","Units",,,1923,,
"LUX","Luxembourg","M","Monthly","2016","2016","EUR","Euro","0","Units",,,1923,,
"LUX","Luxembourg","M","Monthly","2017","2017","EUR","Euro","0","Units",,,1999,,
"LUX","Luxembourg","M","Monthly","2018","2018","EUR","Euro","0","Units",,,2019,,
"LUX","Luxembourg","M","Monthly","2019","2019","EUR","Euro","0","Units",,,2090,,
"LUX","Luxembourg","M","Monthly","2020","2020","EUR","Euro","0","Units",,,2142,,
"LUX","Luxembourg","M","Monthly","2021","2021","EUR","Euro","0","Units",,,2216,,
"SVK","Slovak Republic","H","Hourly","2010","2010","EUR","Euro","0","Units",,,1.768,,
"SVK","Slovak Republic","H","Hourly","2011","2011","EUR","Euro","0","Units",,,1.822,,
"SVK","Slovak Republic","H","Hourly","2012","2012","EUR","Euro","0","Units",,,1.88,,
"SVK","Slovak Republic","H","Hourly","2013","2013","EUR","Euro","0","Units",,,1.941,,
"SVK","Slovak Republic","H","Hourly","2014","2014","EUR","Euro","0","Units",,,2.023,,
"SVK","Slovak Republic","H","Hourly","2015","2015","EUR","Euro","0","Units",,,2.184,,
"SVK","Slovak Republic","H","Hourly","2016","2016","EUR","Euro","0","Units",,,2.328,,
"SVK","Slovak Republic","H","Hourly","2017","2017","EUR","Euro","0","Units",,,2.5,,
"SVK","Slovak Republic","H","Hourly","2018","2018","EUR","Euro","0","Units",,,2.76,,
"SVK","Slovak Republic","H","Hourly","2019","2019","EUR","Euro","0","Units",,,2.95,,
"SVK","Slovak Republic","H","Hourly","2020","2020","EUR","Euro","0","Units",,,3.33,,
"SVK","Slovak Republic","H","Hourly","2021","2021","EUR","Euro","0","Units",,,3.58,,
"ISR","Israel","H","Hourly","2010","2010","ILS","New Israeli Sheqel","0","Units",,,20.7,,
"ISR","Israel","H","Hourly","2011","2011","ILS","New Israeli Sheqel","0","Units",,,21.43,,
"ISR","Israel","H","Hourly","2012","2012","ILS","New Israeli Sheqel","0","Units",,,22.31,,
"ISR","Israel","H","Hourly","2013","2013","ILS","New Israeli Sheqel","0","Units",,,23.12,,
"ISR","Israel","H","Hourly","2014","2014","ILS","New Israeli Sheqel","0","Units",,,23.12,,
"ISR","Israel","H","Hourly","2015","2015","ILS","New Israeli Sheqel","0","Units",,,24.53,,
"ISR","Israel","H","Hourly","2016","2016","ILS","New Israeli Sheqel","0","Units",,,25.47,,
"ISR","Israel","H","Hourly","2017","2017","ILS","New Israeli Sheqel","0","Units",,,26.88,,
"ISR","Israel","H","Hourly","2018","2018","ILS","New Israeli Sheqel","0","Units",,,28.5,,
"ISR","Israel","H","Hourly","2019","2019","ILS","New Israeli Sheqel","0","Units",,,28.5,,
"ISR","Israel","H","Hourly","2020","2020","ILS","New Israeli Sheqel","0","Units",,,28.5,,
"ISR","Israel","H","Hourly","2021","2021","ILS","New Israeli Sheqel","0","Units",,,28.5,,
"IRL","Ireland","A","Annual","2010","2010","EUR","Euro","0","Units",,,17992,,
"IRL","Ireland","A","Annual","2011","2011","EUR","Euro","0","Units",,,17992,,
"IRL","Ireland","A","Annual","2012","2012","EUR","Euro","0","Units",,,17992,,
"IRL","Ireland","A","Annual","2013","2013","EUR","Euro","0","Units",,,17992,,
"IRL","Ireland","A","Annual","2014","2014","EUR","Euro","0","Units",,,17992,,
"IRL","Ireland","A","Annual","2015","2015","EUR","Euro","0","Units",,,17992,,
"IRL","Ireland","A","Annual","2016","2016","EUR","Euro","0","Units",,,19032,,
"IRL","Ireland","A","Annual","2017","2017","EUR","Euro","0","Units",,,19240,,
"IRL","Ireland","A","Annual","2018","2018","EUR","Euro","0","Units",,,19864,,
"IRL","Ireland","A","Annual","2019","2019","EUR","Euro","0","Units",,,20384,,
"IRL","Ireland","A","Annual","2020","2020","EUR","Euro","0","Units",,,21008,,
"IRL","Ireland","A","Annual","2021","2021","EUR","Euro","0","Units",,,21216,,
"BEL","Belgium","M","Monthly","2010","2010","EUR","Euro","0","Units",,,1387.5,,
"BEL","Belgium","M","Monthly","2011","2011","EUR","Euro","0","Units",,,1429.4,,
"BEL","Belgium","M","Monthly","2012","2012","EUR","Euro","0","Units",,,1458,,
"BEL","Belgium","M","Monthly","2013","2013","EUR","Euro","0","Units",,,1501.8,,
"BEL","Belgium","M","Monthly","2014","2014","EUR","Euro","0","Units",,,1501.8,,
"BEL","Belgium","M","Monthly","2015","2015","EUR","Euro","0","Units",,,1501.8,,
"BEL","Belgium","M","Monthly","2016","2016","EUR","Euro","0","Units",,,1516.9,,
"BEL","Belgium","M","Monthly","2017","2017","EUR","Euro","0","Units",,,1547.3,,
"BEL","Belgium","M","Monthly","2018","2018","EUR","Euro","0","Units",,,1562.6,,
"BEL","Belgium","M","Monthly","2019","2019","EUR","Euro","0","Units",,,1593.8,,
"BEL","Belgium","M","Monthly","2020","2020","EUR","Euro","0","Units",,,1609.8,,
"BEL","Belgium","M","Monthly","2021","2021","EUR","Euro","0","Units",,,1625.7,,
"CHL","Chile","M","Monthly","2010","2010","CLP","Chilean Peso","0","Units",,,168500,,
"CHL","Chile","M","Monthly","2011","2011","CLP","Chilean Peso","0","Units",,,177000,,
"CHL","Chile","M","Monthly","2012","2012","CLP","Chilean Peso","0","Units",,,187500,,
"CHL","Chile","M","Monthly","2013","2013","CLP","Chilean Peso","0","Units",,,200083,,
"CHL","Chile","M","Monthly","2014","2014","CLP","Chilean Peso","0","Units",,,216250,,
"CHL","Chile","M","Monthly","2015","2015","CLP","Chilean Peso","0","Units",,,231750,,
"CHL","Chile","M","Monthly","2016","2016","CLP","Chilean Peso","0","Units",,,253750,,
"CHL","Chile","M","Monthly","2017","2017","CLP","Chilean Peso","0","Units",,,267000,,
"CHL","Chile","M","Monthly","2018","2018","CLP","Chilean Peso","0","Units",,,280000,,
"CHL","Chile","M","Monthly","2019","2019","CLP","Chilean Peso","0","Units",,,298833,,
"CHL","Chile","M","Monthly","2020","2020","CLP","Chilean Peso","0","Units",,,317250,,
"CHL","Chile","M","Monthly","2021","2021","CLP","Chilean Peso","0","Units",,,334250,,
"MLT","Malta","A","Annual","2010","2010","EUR","Euro","0","Units",,,7919.08,,
"MLT","Malta","A","Annual","2011","2011","EUR","Euro","0","Units",,,7979.4,,
"MLT","Malta","A","Annual","2012","2012","EUR","Euro","0","Units",,,8221.72,,
"MLT","Malta","A","Annual","2013","2013","EUR","Euro","0","Units",,,8433.88,,
"MLT","Malta","A","Annual","2014","2014","EUR","Euro","0","Units",,,8615.36,,
"MLT","Malta","A","Annual","2015","2015","EUR","Euro","0","Units",,,8645.52,,
"MLT","Malta","A","Annual","2016","2016","EUR","Euro","0","Units",,,8736.52,,
"MLT","Malta","A","Annual","2017","2017","EUR","Euro","0","Units",,,8827.52,,
"MLT","Malta","A","Annual","2018","2018","EUR","Euro","0","Units",,,8970.52,,
"MLT","Malta","A","Annual","2019","2019","EUR","Euro","0","Units",,,9144,,
"MLT","Malta","A","Annual","2020","2020","EUR","Euro","0","Units",,,9325,,
"MLT","Malta","A","Annual","2021","2021","EUR","Euro","0","Units",,,9416,,
"POL","Poland","M","Monthly","2010","2010","PLN","Zloty","0","Units",,,1317,,
"POL","Poland","M","Monthly","2011","2011","PLN","Zloty","0","Units",,,1386,,
"POL","Poland","M","Monthly","2012","2012","PLN","Zloty","0","Units",,,1500,,
"POL","Poland","M","Monthly","2013","2013","PLN","Zloty","0","Units",,,1600,,
"POL","Poland","M","Monthly","2014","2014","PLN","Zloty","0","Units",,,1680,,
"POL","Poland","M","Monthly","2015","2015","PLN","Zloty","0","Units",,,1750,,
"POL","Poland","M","Monthly","2016","2016","PLN","Zloty","0","Units",,,1850,,
"POL","Poland","M","Monthly","2017","2017","PLN","Zloty","0","Units",,,2000,,
"POL","Poland","M","Monthly","2018","2018","PLN","Zloty","0","Units",,,2100,,
"POL","Poland","M","Monthly","2019","2019","PLN","Zloty","0","Units",,,2250,,
"POL","Poland","M","Monthly","2020","2020","PLN","Zloty","0","Units",,,2600,,
"POL","Poland","M","Monthly","2021","2021","PLN","Zloty","0","Units",,,2800,,
"MEX","Mexico","A","Annual","2010","2010","MXN","Mexican Peso","0","Units",,,14500.2,,
"MEX","Mexico","A","Annual","2011","2011","MXN","Mexican Peso","0","Units",,,15095.6,,
"MEX","Mexico","A","Annual","2012","2012","MXN","Mexican Peso","0","Units",,,15740.83,,
"MEX","Mexico","A","Annual","2013","2013","MXN","Mexican Peso","0","Units",,,16411.2,,
"MEX","Mexico","A","Annual","2014","2014","MXN","Mexican Peso","0","Units",,,17050.8,,
"MEX","Mexico","A","Annual","2015","2015","MXN","Mexican Peso","0","Units",,,17870.45,,
"MEX","Mexico","A","Annual","2016","2016","MXN","Mexican Peso","0","Units",,,18990.4,,
"MEX","Mexico","A","Annual","2017","2017","MXN","Mexican Peso","0","Units",,,20810.4,,
"MEX","Mexico","A","Annual","2018","2018","MXN","Mexican Peso","0","Units",,,22973.6,,
"MEX","Mexico","A","Annual","2019","2019","MXN","Mexican Peso","0","Units",,,26700.7,,
"MEX","Mexico","A","Annual","2020","2020","MXN","Mexican Peso","0","Units",,,32037.2,,
"MEX","Mexico","A","Annual","2021","2021","MXN","Mexican Peso","0","Units",,,36842,,
"CZE","Czech Republic","M","Monthly","2010","2010","CZK","Czech Koruna","0","Units",,,8000,,
"CZE","Czech Republic","M","Monthly","2011","2011","CZK","Czech Koruna","0","Units",,,8000,,
"CZE","Czech Republic","M","Monthly","2012","2012","CZK","Czech Koruna","0","Units",,,8000,,
"CZE","Czech Republic","M","Monthly","2013","2013","CZK","Czech Koruna","0","Units",,,8208.3,,
"CZE","Czech Republic","M","Monthly","2014","2014","CZK","Czech Koruna","0","Units",,,8500,,
"CZE","Czech Republic","M","Monthly","2015","2015","CZK","Czech Koruna","0","Units",,,9200,,
"CZE","Czech Republic","M","Monthly","2016","2016","CZK","Czech Koruna","0","Units",,,9900,,
"CZE","Czech Republic","M","Monthly","2017","2017","CZK","Czech Koruna","0","Units",,,11000,,
"CZE","Czech Republic","M","Monthly","2018","2018","CZK","Czech Koruna","0","Units",,,12200,,
"CZE","Czech Republic","M","Monthly","2019","2019","CZK","Czech Koruna","0","Units",,,13500,,
"CZE","Czech Republic","M","Monthly","2020","2020","CZK","Czech Koruna","0","Units",,,14600,,
"CZE","Czech Republic","M","Monthly","2021","2021","CZK","Czech Koruna","0","Units",,,15200,,
"CAN","Canada","A","Annual","2010","2010","CAD","Canadian Dollar","0","Units",,,19448,,
"CAN","Canada","A","Annual","2011","2011","CAD","Canadian Dollar","0","Units",,,20072,,
"CAN","Canada","A","Annual","2012","2012","CAD","Canadian Dollar","0","Units",,,20758.4,,
"CAN","Canada","A","Annual","2013","2013","CAD","Canadian Dollar","0","Units",,,21091.2,,
"CAN","Canada","A","Annual","2014","2014","CAD","Canadian Dollar","0","Units",,,21632,,
"CAN","Canada","A","Annual","2015","2015","CAD","Canadian Dollar","0","Units",,,22214.4,,
"CAN","Canada","A","Annual","2016","2016","CAD","Canadian Dollar","0","Units",,,22880,,
"CAN","Canada","A","Annual","2017","2017","CAD","Canadian Dollar","0","Units",,,23649.6,,
"CAN","Canada","A","Annual","2018","2018","CAD","Canadian Dollar","0","Units",,,26728,,
"CAN","Canada","A","Annual","2019","2019","CAD","Canadian Dollar","0","Units",,,27705.6,,
"CAN","Canada","A","Annual","2020","2020","CAD","Canadian Dollar","0","Units",,,28412.8,,
"USA","United States","H","Hourly","2010","2010","USD","US Dollar","0","Units",,,7.25,,
"USA","United States","H","Hourly","2011","2011","USD","US Dollar","0","Units",,,7.25,,
"USA","United States","H","Hourly","2012","2012","USD","US Dollar","0","Units",,,7.25,,
"USA","United States","H","Hourly","2013","2013","USD","US Dollar","0","Units",,,7.25,,
"USA","United States","H","Hourly","2014","2014","USD","US Dollar","0","Units",,,7.25,,
"USA","United States","H","Hourly","2015","2015","USD","US Dollar","0","Units",,,7.25,,
"USA","United States","H","Hourly","2016","2016","USD","US Dollar","0","Units",,,7.25,,
"USA","United States","H","Hourly","2017","2017","USD","US Dollar","0","Units",,,7.25,,
"USA","United States","H","Hourly","2018","2018","USD","US Dollar","0","Units",,,7.25,,
"USA","United States","H","Hourly","2019","2019","USD","US Dollar","0","Units",,,7.25,,
"USA","United States","H","Hourly","2020","2020","USD","US Dollar","0","Units",,,7.25,,
"USA","United States","H","Hourly","2021","2021","USD","US Dollar","0","Units",,,7.25,,
"MEX","Mexico","D","Daily","2010","2010","MXN","Mexican Peso","0","Units",,,55.77,,
"MEX","Mexico","D","Daily","2011","2011","MXN","Mexican Peso","0","Units",,,58.06,,
"MEX","Mexico","D","Daily","2012","2012","MXN","Mexican Peso","0","Units",,,60.542,,
"MEX","Mexico","D","Daily","2013","2013","MXN","Mexican Peso","0","Units",,,63.12,,
"MEX","Mexico","D","Daily","2014","2014","MXN","Mexican Peso","0","Units",,,65.58,,
"MEX","Mexico","D","Daily","2015","2015","MXN","Mexican Peso","0","Units",,,68.733,,
"MEX","Mexico","D","Daily","2016","2016","MXN","Mexican Peso","0","Units",,,73.04,,
"MEX","Mexico","D","Daily","2017","2017","MXN","Mexican Peso","0","Units",,,80.04,,
"MEX","Mexico","D","Daily","2018","2018","MXN","Mexican Peso","0","Units",,,88.36,,
"MEX","Mexico","D","Daily","2019","2019","MXN","Mexican Peso","0","Units",,,102.68,,
"MEX","Mexico","D","Daily","2020","2020","MXN","Mexican Peso","0","Units",,,123.22,,
"MEX","Mexico","D","Daily","2021","2021","MXN","Mexican Peso","0","Units",,,141.7,,
"LTU","Lithuania","M","Monthly","2010","2010","EUR","Euro","0","Units",,,231.7,,
"LTU","Lithuania","M","Monthly","2011","2011","EUR","Euro","0","Units",,,231.7,,
"LTU","Lithuania","M","Monthly","2012","2012","EUR","Euro","0","Units",,,237.7,,
"LTU","Lithuania","M","Monthly","2013","2013","EUR","Euro","0","Units",,,289.6,,
"LTU","Lithuania","M","Monthly","2014","2014","EUR","Euro","0","Units",,,292.2,,
"LTU","Lithuania","M","Monthly","2015","2015","EUR","Euro","0","Units",,,315,,
"LTU","Lithuania","M","Monthly","2016","2016","EUR","Euro","0","Units",,,365,,
"LTU","Lithuania","M","Monthly","2017","2017","EUR","Euro","0","Units",,,380,,
"LTU","Lithuania","M","Monthly","2018","2018","EUR","Euro","0","Units",,,400,,
"LTU","Lithuania","M","Monthly","2019","2019","EUR","Euro","0","Units",,,555,,
"LTU","Lithuania","M","Monthly","2020","2020","EUR","Euro","0","Units",,,607,,
"LTU","Lithuania","M","Monthly","2021","2021","EUR","Euro","0","Units",,,642,,
"CZE","Czech Republic","H","Hourly","2010","2010","CZK","Czech Koruna","0","Units",,,48.1,,
"CZE","Czech Republic","H","Hourly","2011","2011","CZK","Czech Koruna","0","Units",,,48.1,,
"CZE","Czech Republic","H","Hourly","2012","2012","CZK","Czech Koruna","0","Units",,,48.1,,
"CZE","Czech Republic","H","Hourly","2013","2013","CZK","Czech Koruna","0","Units",,,49.1,,
"CZE","Czech Republic","H","Hourly","2014","2014","CZK","Czech Koruna","0","Units",,,50.6,,
"CZE","Czech Republic","H","Hourly","2015","2015","CZK","Czech Koruna","0","Units",,,55,,
"CZE","Czech Republic","H","Hourly","2016","2016","CZK","Czech Koruna","0","Units",,,58.7,,
"CZE","Czech Republic","H","Hourly","2017","2017","CZK","Czech Koruna","0","Units",,,66,,
"CZE","Czech Republic","H","Hourly","2018","2018","CZK","Czech Koruna","0","Units",,,73.2,,
"CZE","Czech Republic","H","Hourly","2019","2019","CZK","Czech Koruna","0","Units",,,81,,
"CZE","Czech Republic","H","Hourly","2020","2020","CZK","Czech Koruna","0","Units",,,87.3,,
